"","A17","dmi2","dmi3","ipd3","lyk3","nfp","pt4"
"MSTRG.18053",104.503,99.1182,111.32,149.212,151.765,163.713,107.207
"MSTRG.18054",118.881,132.998,126.723,122.813,141.146,116.717,123.475
"MSTRG.18055",11.346,10.468,4.7284,5.31617,8.79155,7.10393,8.62575
"MSTRG.18056",0,0,0,0,0,0,0
"MSTRG.18057",44.3252,49.7501,27.5504,49.2218,43.1518,66.7016,29.6315
"MSTRG.18058",5.70211,5.09362,4.34851,4.19389,4.35436,4.02587,4.86432
"MSTRG.18059",12.3709,14.8713,15.4828,18.1521,17.5175,16.2994,15.8618
"MSTRG.1806",0.170364,0.355609,0.347455,0.476581,0.279345,0.388564,0.359306
"MSTRG.18060",2.07956,1.52097,0.979027,1.56694,1.9004,1.5505,1.47786
"MSTRG.18061",74.1976,80.4042,59.7428,80.9426,95.7534,93.0997,64.3829
"MSTRG.18062",23.1697,13.9077,10.3935,12.6146,11.9937,13.1798,10.6153
"MSTRG.18063",43.8218,43.2148,50.8434,42.5974,33.4484,40.6872,42.4818
"MSTRG.18064",0,0,0,0,0,0,0
"MSTRG.18065",188.934,88.113,109.596,268.74,145.878,54.4212,139.516
"MSTRG.18066",83.1173,102.278,73.5549,83.0645,104.989,109.304,85.7921
"MSTRG.18067",0,0,0,0,0,0,0
"MSTRG.18068",69.1914,86.2436,82.8189,89.6637,93.6269,106.553,94.5865
"MSTRG.18069",10.2766,10.7484,10.2392,11.6996,9.56146,11.6369,10.4041
"MSTRG.1807",4.82323,4.5247,5.55106,5.41132,5.93194,6.65154,5.69647
"MSTRG.18070",17.1005,20.7981,19.8638,22.9639,21.516,21.1067,18.7482
"MSTRG.18071",1.90255,0.358527,0.0566191,1.09536,2.17921,0.503327,0.453836
"MSTRG.18072",18.8113,19.2717,18.5554,25.4417,18.6819,21.2633,21.7521
"MSTRG.18073",5.73893,4.05603,3.89078,5.33215,3.16815,2.62128,4.42324
"MSTRG.18074",7.34089,7.32628,5.85603,6.34821,7.50133,6.4007,7.35626
"MSTRG.18075",0.0822308,0,0.0874081,0.0915363,0.394984,0.146394,0.194089
"MSTRG.18076",4.38796,3.47292,3.66307,4.11908,3.22236,3.82619,3.46422
"MSTRG.18077",5.04344,2.64558,2.5398,6.67564,8.92554,6.30448,2.86535
"MSTRG.18078",30.5823,25.7232,22.4423,25.1322,36.9394,30.3575,22.6569
"MSTRG.18079",0.272413,0.674862,0.890267,1.26473,0.675535,0.906659,0.811371
"MSTRG.1808",0,0,0,0,0,0,0
"MSTRG.18080",45.4764,60.9335,19.5484,19.9166,34.3604,43.4464,25.3805
"MSTRG.18081",113.12,48.0998,51.8515,145.547,75.2994,27.488,75.8282
"MSTRG.18082",8.52816,6.65518,8.92118,8.86965,7.65436,7.8283,8.22755
"MSTRG.18083",2.26454,2.43752,1.93257,2.81709,2.19828,1.87147,2.62594
"MSTRG.18084",0.119166,0.071579,0.0676762,0.0985005,0.204569,0.172059,0.147495
"MSTRG.18085",3.36275,3.2777,2.01233,2.67423,2.54983,2.1252,2.48843
"MSTRG.18086",41.1012,34.3636,34.8605,40.2495,42.2426,34.3333,30.3711
"MSTRG.18087",5.39435,3.26162,1.92206,8.97821,9.76855,4.69051,1.77031
"MSTRG.18088",28.633,30.2198,32.3674,30.2724,26.7236,27.3544,28.62
"MSTRG.18089",7.1898,7.22447,9.54644,6.33223,5.82938,7.64242,9.52611
"MSTRG.1809",0,0,0,0,0,0,0
"MSTRG.18090",21.8269,14.4981,18.9158,19.8483,20.5784,16.2256,16.2511
"MSTRG.18091",5.59533,5.86534,3.87964,4.77442,5.97548,6.90648,4.51506
"MSTRG.18092",67.6103,91.2297,119.471,66.8944,74.715,93.9781,98.1911
"MSTRG.18093",76.9895,77.8209,144.452,105.102,62.5557,84.8631,123.322
"MSTRG.18094",32.2863,29.336,39.6256,34.2659,31.1141,32.9719,33.5362
"MSTRG.18095",0.284096,0.0773827,0.12284,0.723159,0.268465,0.20515,0.0361761
"MSTRG.18096",55.4774,49.7458,55.4289,53.5979,52.2772,54.7136,49.1793
"MSTRG.18097",28.9027,23.1216,12.2904,23.2335,32.2801,21.4449,13.3983
"MSTRG.18098",0.137111,0,0.0286255,0.293341,0.0255359,0,0
"MSTRG.18099",1.90121,2.5596,2.31058,2.02223,3.52398,1.98597,2.05886
"MSTRG.181",1.87452,0.729554,0.297129,1.33867,0.20137,0.452484,0.470165
"MSTRG.1810",0,0,0,0,0,0,0
"MSTRG.18100",10.7768,10.6585,14.1464,11.6668,11.671,11.356,13.3482
"MSTRG.18101",7.25752,7.36907,7.92956,7.45877,7.66911,6.88614,6.61822
"MSTRG.18102",12.7888,12.5718,12.7052,12.9455,12.1595,13.5271,11.9322
"MSTRG.18103",62.4974,118.982,122.112,86.9293,132.101,154.482,131.561
"MSTRG.18104",25.7829,18.4627,54.7442,26.007,44.4714,37.5682,37.3118
"MSTRG.18105",8.97443,7.48159,6.37125,8.35266,10.4773,9.74962,7.39925
"MSTRG.18106",0.595046,1.08782,0.793619,0.682816,1.49862,0.955555,1.84541
"MSTRG.18107",5.51676,6.38967,7.17132,8.17668,7.51034,10.0936,6.76414
"MSTRG.18108",2.53608,2.74711,3.32354,3.81659,1.94395,4.25119,4.23848
"MSTRG.18109",1.2151,1.1047,1.73016,0.835508,0.959604,0.967687,1.17632
"MSTRG.1811",0.870699,0.944435,1.66952,1.1252,0.476402,1.06907,1.07988
"MSTRG.18110",0.399141,0.429495,0.540863,0.270027,0.287552,0.323503,0.425159
"MSTRG.18111",7.58365,6.95737,8.18623,7.97506,7.87303,6.72725,7.4388
"MSTRG.18112",12.2476,9.37457,8.33157,8.62676,10.2924,10.6929,8.55386
"MSTRG.18113",9.21093,73.6409,60.9894,28.2998,51.8429,47.9962,70.596
"MSTRG.18114",0,0,0,0,0,0,0
"MSTRG.18115",4.08549,6.74911,3.40248,6.0024,22.4776,7.53483,5.62392
"MSTRG.18116",0.85817,0.970636,0.724388,0.781497,1.52275,0.910514,0.614545
"MSTRG.18117",0.499536,0.176794,0.0828461,0.315657,0.866239,0.267329,0.209606
"MSTRG.18118",1.95868,2.26911,2.15702,1.27112,2.47906,1.65984,2.39146
"MSTRG.18119",5.81595,6.70045,6.20582,6.7663,5.16128,6.4877,5.64361
"MSTRG.1812",2.98223,3.24767,3.08973,3.02845,2.95647,3.24494,3.40011
"MSTRG.18120",3.32971,0.66565,0.290748,0.20892,0.447428,0.0712557,0.575098
"MSTRG.18121",12.0027,10.4533,11.1129,11.2778,10.3707,9.24063,11.3207
"MSTRG.18122",37.2351,79.6738,61.2233,56.503,66.392,82.3765,65.5617
"MSTRG.18123",17.6743,20.0874,24.0124,21.1206,18.7938,25.2217,24.6567
"MSTRG.18124",0.437744,0.132003,0.688155,0.328734,0.366812,0.224268,0.323337
"MSTRG.18125",0.497728,0.112784,0.778873,0.472109,0.244133,0.250475,0.482604
"MSTRG.18126",0.756792,0.58164,1.135,0.719022,0.759957,0.57637,0.889179
"MSTRG.18127",15.2024,15.7062,20.3502,17.033,17.2646,18.9147,19.2461
"MSTRG.18128",0,0,0,0,0,0,0
"MSTRG.18129",4.46403,3.32826,4.55398,4.44223,3.87553,3.20776,5.19745
"MSTRG.1813",1.80805,1.60367,1.1181,0.347548,3.07103,0.870404,1.21446
"MSTRG.18130",1.94041,3.69879,4.93816,2.86315,3.86925,3.88292,4.17737
"MSTRG.18131",4.80127,6.11113,8.26533,5.95271,6.32103,5.53408,7.99873
"MSTRG.18132",0.808755,0.883692,1.09497,1.01296,0.694072,0.77788,0.977133
"MSTRG.18133",4.45946,3.76115,5.55451,4.75008,3.85905,3.75016,5.91739
"MSTRG.18134",4.13027,0.170379,21.876,1.38315,19.8072,23.823,19.7324
"MSTRG.18135",0.414123,3.01606,4.40345,0.28277,0.529355,0.369678,2.42351
"MSTRG.18136",37.7257,40.9682,25.4637,27.0387,34.0417,26.4174,27.3808
"MSTRG.18137",232.383,425.351,803.719,233.493,317.597,223.145,457.642
"MSTRG.18138",0.191657,1.03742,3.03911,0.492557,0.520727,0.479799,1.39956
"MSTRG.18139",0.787714,0.947345,1.24846,0.867743,0.586103,0.932126,0.979885
"MSTRG.1814",4.6036,8.31667,8.31506,7.81618,4.83537,7.35646,6.84412
"MSTRG.18140",14.857,13.4673,11.6886,13.4677,12.2428,9.83548,13.206
"MSTRG.18141",10.6856,14.0704,11.7667,12.4256,10.7116,14.493,13.7509
"MSTRG.18142",4.50199,3.36446,2.97742,3.47299,3.52893,3.19204,4.2227
"MSTRG.18143",1.70385,1.50255,1.10132,1.31987,1.40467,1.06392,1.92841
"MSTRG.18144",23.3072,26.2706,32.0491,28.7014,23.0746,35.1831,28.6811
"MSTRG.18145",0.681892,3.07197,0,2.30609,1.20387,0,1.0619
"MSTRG.18146",22.6753,34.1475,22.4773,28.5535,19.7129,17.0925,21.9084
"MSTRG.18147",9.70128,13.8083,14.9431,9.69857,12.451,13.1086,12.3065
"MSTRG.18148",10.4616,13.387,12.4038,15.8192,14.7437,18.9651,13.7099
"MSTRG.18149",9.42086,6.78398,6.40719,9.54159,12.9195,8.72932,5.48578
"MSTRG.1815",10.2842,9.26246,13.46,11.5298,11.0529,12.1359,11.7426
"MSTRG.18150",22.8005,24.4564,23.3227,27.0486,23.1412,26.0287,23.4148
"MSTRG.18151",111.568,107.67,2.38753,150.07,262.538,115.48,8.52137
"MSTRG.18152",0.985123,0.464186,1.47982,0.218231,0.298362,0.285181,1.31512
"MSTRG.18153",12.6143,10.914,11.5365,13.8169,17.4496,23.1111,14.6401
"MSTRG.18154",0.636706,0.877754,1.15688,0.847425,0.711088,0.831214,0.912896
"MSTRG.18155",3.27041,4.03609,2.03634,5.52012,5.55979,3.58272,2.93218
"MSTRG.18156",1.5343,1.92301,1.92949,1.28511,2.13409,1.74839,1.1295
"MSTRG.18157",0.0372181,0.0823288,0.107282,0.172382,0.388935,0.120113,0.227642
"MSTRG.18158",17.1508,15.8983,4.19573,23.6017,20.8134,13.3001,11.8265
"MSTRG.18159",1.59028,0.657248,1.63367,9.10026,1.61729,1.91201,1.36171
"MSTRG.1816",0,0,0.022704,0,0,0.0306189,0.0234092
"MSTRG.18160",0.327645,0.0424995,0.00683172,2.09596,0.00370678,0.405842,0.148327
"MSTRG.18161",17.6732,15.7235,18.3382,13.9413,11.2137,15.5481,16.0519
"MSTRG.18162",7.59058,6.97587,8.1239,7.48065,6.66085,7.52824,7.75201
"MSTRG.18163",21.654,18.8433,24.1721,27.5222,27.6865,27.5627,21.4249
"MSTRG.18164",3.43182,3.24277,3.07345,3.67746,3.09076,4.24022,3.27495
"MSTRG.18165",0.854745,0.810923,1.3923,1.15681,1.47652,1.32693,1.1114
"MSTRG.18166",371.682,400.128,276.97,344.167,387.695,357.728,264.619
"MSTRG.18167",2.6693,4.26667,9.25448,2.58426,2.90718,2.16891,8.81598
"MSTRG.18168",5.11913,4.25332,6.8076,4.26507,5.53249,3.00916,6.48774
"MSTRG.18169",5.85404,12.8081,29.3715,5.14955,16.0562,12.278,21.9125
"MSTRG.1817",0.147867,0.296728,2.65916,0.475347,0.175789,0.220909,0.335883
"MSTRG.18170",0,0.0207536,0,0,0,0,0
"MSTRG.18171",0.324704,0.465031,0.614829,0.345292,0.276522,0.328347,0.469697
"MSTRG.18172",0.327551,1.2001,0.664049,0.558475,0.917648,0.571433,0.827426
"MSTRG.18173",4.73612,46.8271,129.674,3.11296,3.36832,2.98719,70.6363
"MSTRG.18174",8.56896,5.35396,3.80196,3.76735,2.50488,4.08955,4.57141
"MSTRG.18175",3.48779,5.07461,6.23766,4.47007,3.03388,4.31802,5.59209
"MSTRG.18176",24.3399,35.0229,35.514,25.8556,26.789,31.3622,34.7829
"MSTRG.18177",0.622485,1.27,0.998771,0.146808,0.467832,0.227577,0.743297
"MSTRG.18178",3.158,1.35683,1.89727,1.06996,2.98699,1.47648,2.82832
"MSTRG.18179",4.27423,4.81526,4.022,3.99819,4.48979,3.47259,4.30844
"MSTRG.1818",8.54903,7.58226,6.05601,7.23415,7.39445,7.94272,6.32622
"MSTRG.18180",53.9674,55.2602,21.5793,64.0015,129.274,47.6879,43.9032
"MSTRG.18181",224.898,239.022,191.17,251.456,260.685,225.074,184.37
"MSTRG.18182",8.25422,7.49485,7.4329,8.92266,8.70773,8.01411,7.01123
"MSTRG.18183",56.0817,66.7855,69.7304,63.3182,64.5189,80.3012,66.7245
"MSTRG.18184",24.2815,22.1534,20.7428,22.0865,22.5503,20.2974,22.1432
"MSTRG.18185",0,0,0,0,0,0,0
"MSTRG.18186",11.195,11.8625,14.5083,13.3711,21.4677,20.3016,13.3489
"MSTRG.18187",9.60519,7.04167,9.87442,11.0496,9.5208,9.19714,8.59595
"MSTRG.18188",36.347,36.0378,35.3893,45.2512,43.6406,42.9081,33.8835
"MSTRG.18189",0.928954,0.653629,0.899091,0.545275,1.00044,0.586361,0.765526
"MSTRG.1819",0,0.102319,2.16116,0.236268,0,0.0849021,0.674882
"MSTRG.18190",12.727,14.4548,8.28829,10.8943,11.6511,17.3692,10.2399
"MSTRG.18191",1.5429,2.23772,2.5214,2.64061,5.4594,2.36221,1.8975
"MSTRG.18192",0.641656,0.924553,2.24991,1.44091,1.89393,0.826608,1.2431
"MSTRG.18193",43.6214,42.8173,41.3654,44.9659,42.8573,39.6673,39.7054
"MSTRG.18194",2.41312,1.66349,3.17661,0.827719,1.76899,1.74065,2.95629
"MSTRG.18195",0.843761,0.752578,0.28208,0.987755,0.33014,0.328412,0.159724
"MSTRG.18196",6.33739,7.04574,6.89109,8.40802,8.73546,8.29867,6.60414
"MSTRG.18197",8.66622,10.8892,22.4496,9.90448,13.8656,21.91,16.256
"MSTRG.18198",5.12096,5.06793,6.0024,6.01712,4.68879,5.33068,5.84507
"MSTRG.18199",4.00549,5.11432,4.47291,4.68786,4.05106,3.9454,4.56924
"MSTRG.182",0,0,0,0,0,0,0
"MSTRG.1820",3.98533,4.89658,2.21411,3.77069,3.71774,3.92285,2.04397
"MSTRG.18200",0.0262459,0,0.00457354,0.00346551,0,0.0205758,4.13086
"MSTRG.18201",58.9546,41.0723,29.5514,47.2162,44.4849,40.5976,31.347
"MSTRG.18202",13.3855,13.0573,14.3572,12.9395,12.4578,14.3196,14.9655
"MSTRG.18203",0.143191,0.0304557,0.897872,0.041551,0.0768232,0,0.407742
"MSTRG.18204",0.709808,0.60437,0.310217,0.475284,0.481822,1.12819,0.55609
"MSTRG.18205",15.5705,12.7405,12.5178,14.7391,12.3515,14.1627,14.2081
"MSTRG.18206",11.1863,10.5295,8.97186,11.0738,9.94244,9.46226,9.08482
"MSTRG.18207",17.4505,10.946,12.7103,21.1864,16.5286,12.0964,10.3353
"MSTRG.18208",103.57,14.9605,23.7661,110.423,44.1834,13.0024,26.7091
"MSTRG.18209",0,0,0,0,0,0,0
"MSTRG.1821",0.17529,4.89065,0.0391962,0.110456,0.160076,0.218106,0.0521036
"MSTRG.18210",61.324,69.6715,65.3204,69.7834,73.7285,64.0284,61.8783
"MSTRG.18211",0.239512,0.267309,1.12068,0.0672314,0.746929,0.495792,0.500963
"MSTRG.18212",0.566858,1.07755,1.54374,0.828339,0.657419,0.360761,1.64406
"MSTRG.18213",34.6663,27.4909,27.6249,33.8933,32.2507,31.8495,28.4252
"MSTRG.18214",664.096,617.28,1030.73,710.174,518.352,543.788,871.051
"MSTRG.18215",0.979307,1.10508,2.90648,1.11678,0.847557,0.808499,1.71932
"MSTRG.18216",12.8978,13.0287,12.3638,14.2457,12.8108,12.9439,11.5468
"MSTRG.18217",3.05282,1.67276,0.627479,1.98215,2.75161,0.337764,1.63029
"MSTRG.18218",0,0,0,0,0,0,0
"MSTRG.18219",0.861029,0.861208,0.580851,0.69266,1.00594,0.422966,0.7335
"MSTRG.1822",2.4209,3.83436,2.54449,3.04245,2.32021,2.90504,3.09433
"MSTRG.18220",6.9409,7.74997,8.61786,8.41518,6.20897,6.76908,8.0632
"MSTRG.18221",3.5726,3.26806,1.37585,5.44072,3.67473,3.59146,2.29089
"MSTRG.18222",0.365639,0.0489188,0.0545871,0.10273,0.214416,0.0172242,0.0791917
"MSTRG.18223",2.04559,6.22565,2.44814,2.08578,9.45965,4.70968,3.31008
"MSTRG.18224",4.03261,4.82341,4.00448,4.66167,4.53726,4.83792,4.27907
"MSTRG.18225",2.57959,2.60066,2.55083,3.47878,2.7854,3.25212,1.86198
"MSTRG.18226",2.41714,3.69581,3.37592,4.76288,3.02055,3.86509,3.34695
"MSTRG.18227",1.3741,1.33674,2.15633,1.11985,0.776367,1.63524,1.89716
"MSTRG.18228",9.43699,13.742,14.151,11.878,9.29746,11.4584,12.0133
"MSTRG.18229",5.83679,138.735,67.1045,15.7694,16.0641,55.7079,55.4679
"MSTRG.1823",0.107969,0.0223766,0,0.0452581,0.0369539,0.0483428,0
"MSTRG.18230",5.54359,12.469,19.0347,11.8683,11.2113,16.7231,12.1719
"MSTRG.18231",64.6625,65.6625,54.6913,65.0856,66.8364,79.3869,58.8692
"MSTRG.18232",20.0498,13.5441,7.47075,7.26536,10.6932,11.0618,12.7798
"MSTRG.18233",16.2694,7.65719,4.27562,4.32632,4.71968,6.82993,5.31629
"MSTRG.18234",3.61788,2.79037,3.30624,3.0034,2.80837,3.48742,3.27116
"MSTRG.18235",32.462,31.7671,37.2815,22.9301,38.043,18.1099,27.294
"MSTRG.18236",0,0.00798639,0.0234327,0.00939466,0.0173823,0,0
"MSTRG.18237",4.58264,4.13239,4.72243,4.84994,4.72455,3.78846,3.94033
"MSTRG.18238",11.3682,15.5501,18.6754,17.6114,17.8388,14.5712,17.7409
"MSTRG.18239",0,0,0,0,0.0266253,0.0568175,0
"MSTRG.1824",0.0863991,0.0308343,0.0104863,0.0320892,0.0340227,0.0371695,0.0161864
"MSTRG.18240",1.55903,2.97112,3.4433,2.72464,3.05281,3.68368,2.87254
"MSTRG.18241",154.036,157.414,141.849,145.802,193.565,141.972,160.264
"MSTRG.18242",8.40367,5.43843,0.102721,13.154,15.2706,8.62845,0.597979
"MSTRG.18243",1.74795,1.76423,2.40162,1.96591,1.19812,1.68124,2.13301
"MSTRG.18244",43.0373,117.458,134.331,73.3934,92.1141,85.6748,124.23
"MSTRG.18245",0,0,0,0,0,0,0
"MSTRG.18246",1.02399,1.53731,1.08603,1.92136,1.95235,1.24308,0.558115
"MSTRG.18247",152.422,207.043,222.526,156.053,163.825,139.008,182.059
"MSTRG.18248",63.8241,72.8066,58.5277,66.7182,72.8208,59.6287,59.8467
"MSTRG.18249",12.4817,9.70785,12.7522,11.3807,12.4763,4.59056,10.64
"MSTRG.1825",0,0,0,0,0,0,0
"MSTRG.18250",11.9788,13.1884,15.3092,13.3369,11.8194,13.4863,12.1344
"MSTRG.18251",163.458,95.6092,108.253,129.48,69.2491,105.358,93.4553
"MSTRG.18252",0.476238,2.83759,1.77909,0.34008,8.54243,1.70818,1.83262
"MSTRG.18253",0,0.271043,2.66103,0,0.140827,0,0
"MSTRG.18254",10.0728,6.98716,4.41283,8.60476,15.1856,9.41772,4.01937
"MSTRG.18255",29.0396,25.5416,26.3386,25.0973,34.5031,19.5791,23.7632
"MSTRG.18256",16.7387,21.7717,25.7803,17.374,23.5072,14.0654,22.3134
"MSTRG.18257",0.272866,0.216857,0.124074,0.137964,0.428061,0.158677,0.660113
"MSTRG.18258",165.538,188.999,184.156,141.744,196.72,124.919,179.749
"MSTRG.18259",0,0,0,0,0,0,0
"MSTRG.1826",0,0,0.134011,0,0,0,0.0723873
"MSTRG.18260",3.90262,3.87391,5.23235,4.74611,3.3042,3.71364,4.57314
"MSTRG.18261",48.1841,60.2652,57.4875,63.3513,62.5497,65.5077,49.9984
"MSTRG.18262",1.57528,0,0,0,0,0,0
"MSTRG.18263",7.47472,4.41976,5.92041,5.38127,3.60785,4.27913,5.04677
"MSTRG.18264",1.93172,2.80784,3.38919,2.14915,2.04904,2.94458,2.58384
"MSTRG.18265",39.3761,43.3136,22.4506,30.4338,24.5765,32.394,29.5588
"MSTRG.18266",32.0792,29.9564,29.0168,31.1204,33.0485,33.4181,25.4646
"MSTRG.18267",14.7133,16.0601,16.0565,20.4969,20.8245,20.9475,18.0495
"MSTRG.18268",27.0023,28.9532,23.1357,27.3503,31.6447,29.5003,25.1396
"MSTRG.18269",52.5501,53.817,49.1203,64.6364,30.759,29.8112,36.7323
"MSTRG.1827",0.294548,0.0413396,0.0827246,0.0637981,0.0609417,0.065903,0.048975
"MSTRG.18270",6.18971,6.38567,5.53111,5.8755,5.65137,5.58852,5.40527
"MSTRG.18271",1.58088,1.74848,1.7537,2.02252,1.42755,1.9254,2.06008
"MSTRG.18272",54.7074,51.6889,52.5421,50.6207,41.1868,36.5621,51.7869
"MSTRG.18273",11.5612,9.38381,11.9136,12.83,9.91056,9.97514,10.4424
"MSTRG.18274",23.5798,2.54521,3.80982,11.5769,9.01234,13.4258,3.62397
"MSTRG.18275",13.1842,9.14677,6.1736,8.2844,9.54746,9.90465,7.96452
"MSTRG.18276",21.0433,17.2501,20.1519,21.5116,15.7485,19.5603,20.2999
"MSTRG.18277",18.0353,14.322,17.7686,9.79219,9.03924,9.46747,19.2491
"MSTRG.18278",9.2537,10.002,10.3475,10.9343,11.9783,10.9949,11.1756
"MSTRG.18279",14.2008,12.9607,16.6578,16.8723,15.0049,16.111,14.7185
"MSTRG.1828",0,0,0.0434882,0,0,0,0
"MSTRG.18280",16.1537,14.5221,18.3384,19.2036,18.0606,17.8513,16.9197
"MSTRG.18281",16.4527,15.7645,19.8152,17.7496,15.587,16.6242,18.6507
"MSTRG.18282",30.0012,32.8611,39.1384,38.0742,44.3266,52.3278,37.0924
"MSTRG.18283",26.7382,19.9257,20.7887,28.0854,26.4927,26.1845,19.7933
"MSTRG.18284",48.4606,15.6289,10.1755,30.7866,46.8812,19.3181,15.4295
"MSTRG.18285",7.55884,6.19144,8.28978,8.32273,6.67764,7.0174,7.46081
"MSTRG.18286",4.66673,3.6339,2.48045,3.21176,4.62712,2.35854,3.38352
"MSTRG.18287",143.602,146.495,127.152,132.395,151.489,123.857,111.918
"MSTRG.18288",5.80099,5.80284,4.54806,3.89997,7.16385,5.16894,5.03866
"MSTRG.18289",0,0,0,0,0,0,0
"MSTRG.1829",0,0,0,0,0,0,0
"MSTRG.18290",6.53787,2.47922,4.46549,3.90915,3.56939,2.78416,3.06373
"MSTRG.18291",7.3904,7.06675,7.86453,8.26721,7.57386,7.69917,7.44608
"MSTRG.18292",38.2457,46.337,28.2528,38.3978,48.9006,45.6281,33.7258
"MSTRG.18293",0,0,0,0,0,0,0
"MSTRG.18294",7.28095,6.63164,7.56367,7.58153,9.23845,9.34582,9.14113
"MSTRG.18295",0.0892182,0,0.114129,0,0.0892987,0.176434,0.257213
"MSTRG.18296",121.85,169.99,88.6547,116.051,142.466,116.958,87.8418
"MSTRG.18297",2.28511,2.13338,1.34469,1.00732,1.46392,0.862648,1.53501
"MSTRG.18298",0.478313,0.862638,0.417484,0.28053,1.69908,0.317639,0.557201
"MSTRG.18299",3.00102,3.24849,3.72615,3.3182,2.86642,3.40382,3.61281
"MSTRG.183",15.8927,13.6316,14.635,17.1042,15.4895,16.2161,14.7486
"MSTRG.1830",0.752624,1.17359,1.33789,1.13802,1.6085,0.897442,1.2837
"MSTRG.18300",6.89557,7.21864,7.68839,8.27496,6.91235,7.81747,8.04391
"MSTRG.18301",6.22004,12.0463,10.5765,9.89234,7.23571,11.3853,10.5158
"MSTRG.18302",9.93777,3.22962,1.83967,4.72283,3.70908,3.65143,2.34392
"MSTRG.18303",7.68466,7.96429,10.9016,9.88412,7.68865,9.37501,9.31177
"MSTRG.18304",14.8684,14.8963,6.95418,8.1529,13.8183,8.2827,12.215
"MSTRG.18305",36.5941,36.6087,44.7407,38.7405,41.6971,35.5786,37.5694
"MSTRG.18306",0,0,0,0,0,0,0
"MSTRG.18307",7.99954,6.01615,7.73808,8.22073,7.45864,5.97054,6.3517
"MSTRG.18308",0.0640636,0.282415,0.745695,0.400993,0.0768766,0.0878994,2.4199
"MSTRG.18309",147.979,240.385,277.353,192.201,231.883,263.235,285.134
"MSTRG.1831",0,0,0,0,0,0,0
"MSTRG.18310",152.481,194.452,179.322,191.187,175.713,214.744,221.864
"MSTRG.18311",8.89484,8.91719,11.0311,5.73992,9.51838,5.23399,15.6971
"MSTRG.18312",2.83849,5.09535,4.75014,2.8721,4.60024,4.72472,4.40876
"MSTRG.18313",0.767873,0.586628,1.17261,0.78134,0.772903,0.496523,1.06335
"MSTRG.18314",0.486281,0.427697,0.538135,0.750151,0.601568,0.575103,0.681201
"MSTRG.18315",0.991695,1.05073,4.64781,0.619304,0.443521,1.36719,1.82556
"MSTRG.18316",8.5003,16.5047,9.87875,9.228,18.9122,12.7038,11.8278
"MSTRG.18317",31.5145,19.1157,15.5315,21.0697,22.3222,29.8674,19.3446
"MSTRG.18318",1.84664,0.709668,0.452349,2.72032,1.52765,1.04829,0.52101
"MSTRG.18319",0.105105,0.16384,0.345657,0.262579,0.252565,0.0516206,17.0941
"MSTRG.1832",0.0768395,0.513535,0.176998,0,0.461938,0.0180842,0.129155
"MSTRG.18320",65.7221,63.1137,56.9074,70.6283,73.9443,75.9718,54.2388
"MSTRG.18321",8.61493,9.19979,7.82996,9.83599,9.10265,10.6411,9.58985
"MSTRG.18322",0,0,0,0,0,0,0
"MSTRG.18323",25.2492,22.4833,26.5459,27.8366,27.2702,25.9111,18.901
"MSTRG.18324",0,0,0,0,0,0,0
"MSTRG.18325",0,0,0,0,0,0,0
"MSTRG.18326",28.3421,24.9546,23.0676,21.8126,19.2056,40.3431,23.4387
"MSTRG.18327",6.76116,5.20384,4.98779,4.61845,5.38564,5.67127,4.59808
"MSTRG.18328",42.4293,79.572,1.88277,172.479,246.822,275.165,23.4533
"MSTRG.18329",3.4956,3.52011,3.44995,3.52203,3.08048,3.48057,3.09893
"MSTRG.1833",0.751398,2.94575,4.04939,1.13782,1.06586,1.54056,0.898112
"MSTRG.18330",54.8962,64.538,73.4618,73.3102,64.7115,73.7627,66.554
"MSTRG.18331",0,0,0,0.00533088,0,0,0
"MSTRG.18332",100.246,92.2197,74.247,91.6818,99.0177,110.494,75.1822
"MSTRG.18333",32.4838,39.6702,43.9217,31.7955,34.0173,29.7724,39.3886
"MSTRG.18334",25.9185,24.5988,19.2403,19.3854,19.0998,22.7826,20.736
"MSTRG.18335",2.42943,2.1825,1.66808,3.38429,3.37959,3.72601,2.22456
"MSTRG.18336",54.8701,75.1043,53.0642,59.7471,61.2224,63.4204,56.4937
"MSTRG.18337",691.555,646.037,499.711,631.794,760.356,770.975,522.077
"MSTRG.18338",0,0,0,0,0,0.434765,0
"MSTRG.18339",0,0,0,0.0152912,0.0170236,0,0
"MSTRG.1834",1.6931,1.39538,1.7812,10.1561,1.3727,1.63602,1.49677
"MSTRG.18340",350.335,376.147,277.403,401.136,375.513,399.345,286.094
"MSTRG.18341",27.8441,25.2645,22.7261,26.7344,22.2688,20.7072,23.7933
"MSTRG.18342",1.73051,1.98025,2.33752,1.94288,1.74218,1.95522,1.99967
"MSTRG.18343",20.6437,10.4599,4.03475,9.79949,7.94264,11.4159,6.20107
"MSTRG.18344",5.59226,2.6945,3.5569,4.59071,3.87797,2.65835,3.35637
"MSTRG.18345",2.47678,2.29654,2.01253,2.70904,2.41933,3.09931,2.2577
"MSTRG.18346",18.3793,12.1443,12.6117,9.27808,9.45927,9.39606,8.8647
"MSTRG.18347",19.265,16.1263,14.219,19.3124,20.1768,19.6628,17.0523
"MSTRG.18348",16.1667,29.0044,36.1918,24.0957,25.7649,23.822,27.977
"MSTRG.18349",8.74123,10.4714,11.2578,11.2923,9.43421,11.7869,9.89227
