"","A17","dmi2","dmi3","ipd3","lyk3","nfp","pt4"
"Medtr6g015585",0,0,0,0,0,0,0
"Medtr6g015600",0.00585184,0.00496303,0,0.0112103,0.0178715,0.0113858,0.0257535
"Medtr6g015615",0,0,0,0,0,0,0
"Medtr6g015655",0,0,0,0,0,0,0
"Medtr6g015660",0,0,0,0,0,0,0
"Medtr6g015830",0,0,0.0118121,0,0,0,0
"Medtr6g015835",0,0,0,0,0,0,0
"Medtr6g015895",0,0,0,0,0,0,0
"Medtr6g015900",0,0,0,0,0.0155274,0,0
"Medtr6g015915",0,0,0,0,0,0,0
"Medtr6g015940",0.028809,0.0197426,0,0.0501678,0.0544245,0.00991059,0.00379003
"Medtr6g015945",0,0,0,0,0,0,0
"Medtr6g015970",0,0,0,0,0,0,0
"Medtr6g016050",0,0,0,0,0,0,0
"Medtr6g016055",0,0,0,0,0,0,0
"Medtr6g016060",0,0,0,0,0,0,0
"Medtr6g016065",0,0,0,0,0,0,0
"Medtr6g016070",0,0,0,0,0,0,0
"Medtr6g016075",0,0,0,0,0,0,0
"Medtr6g016080",0,0,0,0,0,0,0
"Medtr6g016085",0,0,0,0,0,0,0
"Medtr6g016090",0,0,0,0,0,0,0
"Medtr6g016095",0,0,0,0,0,0,0
"Medtr6g016100",0,0,0,0,0,0,0
"Medtr6g016105",0,0,0,0,0,0,0
"Medtr6g016110",0,0,0,0,0,0,0
"Medtr6g016115",0,0,0,0,0,0,0
"Medtr6g016120",0,0,0,0,0,0,0
"Medtr6g016125",0,0,0,0,0,0,0
"Medtr6g016130",0.0223726,0.0633782,0.0887573,0.0490832,0.0277635,0.0104548,0.107202
"Medtr6g016175",0.00669988,0,0,0,0.0278423,0.0307827,0.009596
"Medtr6g016185",0,0,0,0,0,0,0
"Medtr6g016210",0.0136885,0.0428464,0.0517188,0.0192728,0.0243255,0.0358984,0.0513391
"Medtr6g016220",0,0,0,0,0,0,0
"Medtr6g016235",0,0,0,0,0,0,0
"Medtr6g016250",0,0,0,0,0,0,0
"Medtr6g016255",0,0,0,0,0,0,0
"Medtr6g016265",0,0,0,0,0,0,0
"Medtr6g016320",0,0,0,0,0,0,0
"Medtr6g016340",0,0,0,0,0,0,0
"Medtr6g016355",0,0,0,0,0,0,0
"Medtr6g016360",0,0,0,0,0,0,0
"Medtr6g016385",0,0,0,0,0,0,0
"Medtr6g016430",0.508756,0.458682,0.58208,0.548978,0.547467,0.613804,0.551036
"Medtr6g016435",0,0,0,0,0,0,0
"Medtr6g016455",0,0,0,0,0,0,0
"Medtr6g016500",0,0,0,0,0,0,0
"Medtr6g016510",0,0,0,0,0,0,0
"Medtr6g016515",0,0,0,0,0,0,0
"Medtr6g016530",0,0,0,0,0,0,0
"Medtr6g016535",0,0,0,0,0,0,0
"Medtr6g016540",0,0,0,0,0,0,0
"Medtr6g016545",0,0,0,0,0,0,0
"Medtr6g016550",0,0,0,0,0,0,0
"Medtr6g016560",0,0,0,0,0,0,0
"Medtr6g016570",0,0,0,0,0,0,0
"Medtr6g016575",0,0,0,0,0,0,0
"Medtr6g016685",0,0,0,0,0,0,0
"Medtr6g016695",0,0,0,0,0,0,0
"Medtr6g016705",0,0,0,0,0,0,0
"Medtr6g016715",0,0,0,0,0,0,0
"Medtr6g016720",0,0,0,0,0,0,0
"Medtr6g016725",0,0,0,0.0164358,0.00970799,0.0166264,0
"Medtr6g016730",0,0,0,0,0,0,0
"Medtr6g016740",0,0,0,0,0,0,0
"Medtr6g016745",0,0,0,0,0,0,0
"Medtr6g016750",0,0,0,0,0,0,0
"Medtr6g016760",0,0,0,0,0,0,0
"Medtr6g016765",0,0,0,0,0,0,0
"Medtr6g016805",0,0,0,0,0,0,0
"Medtr6g016815",0,0,0,0,0,0,0
"Medtr6g016845",0.0185334,0.00777204,0.0172664,0.00771976,0.032442,0.0121562,0.00495169
"Medtr6g016850",0,0,0,0,0,0,0
"Medtr6g016855",0,0,0,0,0,0,0
"Medtr6g016860",0,0,0,0,0,0,0
"Medtr6g016900",0,0,0,0,0,0,0
"Medtr6g016905",0,0,0,0,0,0,0
"Medtr6g016910",0.0140847,0,0,0,0,0,0
"Medtr6g016915",0,0,0,0,0,0,0
"Medtr6g016920",0,0,0,0,0,0,0
"Medtr6g016930",0,0,0,0,0,0,0
"Medtr6g016935",0,0.0692526,0,0,0,0,0
"Medtr6g016940",0,0,0,0,0,0,0
"Medtr6g016945",0,0,0,0,0,0,0
"Medtr6g016950",0,0,0,0,0,0,0
"Medtr6g016955",0,0,0,0,0,0,0
"Medtr6g016960",0,0,0,0,0,0,0
"Medtr6g016970",0,0,0.44231,0,0.0595681,0.0785638,0.180679
"Medtr6g016985",0.0320312,0.0413426,0.030238,0.0361215,0.0165014,0.0181285,0.0471056
"Medtr6g016995",0,0,0,0,0,0,0
"Medtr6g017000",0.00568069,0,0,0,0,0.00672616,0
"Medtr6g017005",0,0,0,0,0,0,0
"Medtr6g017010",0,0,0,0,0,0,0
"Medtr6g017015",0,0,0,0,0,0,0
"Medtr6g017020",0,0,0,0,0,0,0
"Medtr6g017040",0,0,0,0,0,0,0
"Medtr6g017045",0,0,0,0,0,0,0
"Medtr6g017055",0,0,0,0,0,0,0
"Medtr6g017065",0,0,0,0,0,0,0
"Medtr6g017085",0,0,0,0,0,0,0
"Medtr6g017115",0,0,0,0,0,0,0
"Medtr6g017120",0,0,0,0.0751848,0.0538428,0,0
"Medtr6g017130",0,0,0,0,0,0,0
"Medtr6g017135",0,0,0,0,0,0,0
"Medtr6g017140",0,0,0,0,0,0,0
"Medtr6g017155",0,0,0,0,0,0,0
"Medtr6g017170",0,0,0,0,0,0,0
"Medtr6g017200",0,0,0,0,0,0,0
"Medtr6g017205",0,0,0,0,0.0402944,0.0142413,0.0126541
"Medtr6g017210",0,0,0,0,0,0,0
"Medtr6g017270",0,0,0,0,0,0,0
"Medtr6g017280",0,0,0,0,0,0,0
"Medtr6g017295",0,0,0,0,0,0,0
"Medtr6g017300",0,0,0,0,0,0,0
"Medtr6g017305",0,0,0,0,0,0,0
"Medtr6g017325",0.209196,0.125101,0.024751,0.112576,0.108232,0.0710204,0.377185
"Medtr6g018260",0,0,0,0,0,0,0
"Medtr6g018280",0,0,0,0,0,0,0
"Medtr6g018330",0,0,0,0,0,0,0
"Medtr6g018340",0,0,0,0,0,0,0
"Medtr6g018370",0,0.0483346,0.0529963,0.0978841,0.214152,0.0399288,0.0667134
"Medtr6g018420",0,0,0,0,0,0,0
"Medtr6g018465",0,0,0,0,0,0,0
"Medtr6g018540",0,0,0,0,0,0.0272862,0
"Medtr6g018560",0,0,0,0,0,0,0
"Medtr6g018570",0,0.012272,0.0154304,0,0.00808742,0,0.0131603
"Medtr6g018580",0.121339,0.285995,0.0996792,0.0389511,0.024868,0.0926831,0.0429764
"Medtr6g018590",0,0,0,0,0,0,0
"Medtr6g018600",0,0,0,0,0,0,0
"Medtr6g018650",0,0,0,0,0,0,0
"Medtr6g018660",0,0,0,0,0,0,0
"Medtr6g018740",0,0,0,0,0,0,0
"Medtr6g018770",0.202627,0.0968099,0.0556935,0.255732,0.348964,0.105451,0.108566
"Medtr6g018890",0,0,0,0,0,0,0
"Medtr6g018900",0,0,0,0,0,0,0
"Medtr6g018920",0.055364,0.115274,0.157214,0.189069,0.106428,0.123408,0.0667445
"Medtr6g018980",0,0,0,0,0,0,0
"Medtr6g018990",0,0,0,0,0,0,0
"Medtr6g019000",0,0,0,0,0,0.0933589,0.111436
"Medtr6g021580",0,0,0,0,0,0.0195212,0
"Medtr6g021620",0,0,0,0,0,0,0
"Medtr6g021640",0,0,0,0,0,0,0
"Medtr6g021680",0,0,0,0,0.0290021,0,0
"Medtr6g021700",0,0,0,0,0,0,0
"Medtr6g021880",0,0.0884495,0,0,0,0,0
"Medtr6g021925",0,0,0,0,0,0,0
"Medtr6g021940",0.0898258,0.188211,0.260941,0.251489,0.23402,0.202337,0.224582
"Medtr6g021970",0,0,0,0,0,0,0
"Medtr6g022000",0,0.0669007,0.03279,0.0632011,0.132561,0.019686,0.113198
"Medtr6g022030",0,0,0,0,0,0,0
"Medtr6g022050",0,0,0,0,0,0,0
"Medtr6g022070",0,0,0,0,0,0.0114127,0
"Medtr6g022080",0,0.024975,0,0.0563824,0,0,0.0116176
"Medtr6g022100",0,0,0,0,0,0,0
"Medtr6g022170",0.0576534,0,0,0,0,0.133406,0
"Medtr6g022190",0,0,0,0,0,0,0
"Medtr6g022200",0,0,0,0,0,0,0
"Medtr6g022210",0.0973094,0,0.115123,0.0418934,0.0453345,0.0972983,0.0233877
"Medtr6g022250",0,0,0,0,0,0,0
"Medtr6g022260",0.390423,0.598051,0.868694,0.521458,0.394179,0.541359,0.771274
"Medtr6g022270",0,0,0,0,0,0,0
"Medtr6g022290",0,0,0,0,0,0,0
"Medtr6g022300",0,0,0,0,0,0,0
"Medtr6g022310",0,0,0,0,0,0,0
"Medtr6g022350",0,0,0,0,0,0,0
"Medtr6g022360",0,0,0,0,0,0,0
"Medtr6g022390",0,0,0,0,0,0,0
"Medtr6g022410",0,0,0,0,0,0,0
"Medtr6g022420",0,0,0,0,0,0,0
"Medtr6g022430",0,0,0,0,0,0,0
"Medtr6g022450",0,0,0,0,0,0.00867388,0
"Medtr6g022460",0,0,0,0,0,0,0
"Medtr6g022470",0,0,0,0,0,0,0
"Medtr6g022490",0.260698,0.687434,0.875371,0.195077,0.942595,0.145836,0.252592
"Medtr6g022500",0,0,0,0,0,0,0
"Medtr6g022520",0,0,0,0,0,0,0
"Medtr6g022530",0,0,0,0,0,0,0
"Medtr6g022540",0,0,0,0,0,0,0
"Medtr6g022550",0,0,0,0,0,0,0
"Medtr6g022570",0,0,0,0.0219173,0,0,0.0960887
"Medtr6g022580",0,0,0,0,0,0,0
"Medtr6g022590",0,0,0,0,0,0,0
"Medtr6g022610",0,0,0,0,0,0,0
"Medtr6g022630",0,0,0,0,0,0,0
"Medtr6g022660",0,0,0,0,0,0,0
"Medtr6g022680",0,0,0,0,0,0,0
"Medtr6g022700",0,0,0,0,0,0,0
"Medtr6g022740",0,0,0,0,0,0,0
"Medtr6g022770",0,0,0,0,0,0,0
"Medtr6g022780",0,0,0,0,0,0,0.00554305
"Medtr6g022840",0,0,0,0,0,0,0
"Medtr6g023065",0,0,0,0,0,0,0
"Medtr6g023075",0,0,0,0,0,0,0
"Medtr6g023085",0,0,0,0,0,0,0
"Medtr6g023210",0,0,0,0,0,0,0
"Medtr6g023220",0,0,0,0,0,0,0
"Medtr6g023250",0,0,0,0,0,0,0
"Medtr6g023270",0,0,0,0,0,0,0
"Medtr6g023280",0,0,0,0,0,0,0
"Medtr6g023470",0,0,0,0,0,0,0
"Medtr6g023550",0,0.0159566,0,0.0448286,0,0,0
"Medtr6g023610",0,0,0,0,0,0,0
"Medtr6g023630",0,0,0,0,0,0,0
"Medtr6g023685",0,0,0,0,0,0,0
"Medtr6g023715",0,0,0,0,0,0,0
"Medtr6g023740",0,0,0,0,0,0,0
"Medtr6g023750",0,0,0,0,0,0,0
"Medtr6g023775",0,0,0,0,0,0,0
"Medtr6g023795",0,0,0,0,0,0,0
"Medtr6g023845",0,0,0,0,0,0,0
"Medtr6g023855",0,0,0,0,0,0,0
"Medtr6g023865",0,0,0,0,0,0,0
"Medtr6g023895",0,0,0,0,0,0,0
"Medtr6g023905",0,0,0,0,0,0,0
"Medtr6g023910",0.0729354,0.290167,0.10831,0,0.0256056,0.0297433,0.153183
"Medtr6g023915",0,0,0,0,0,0,0
"Medtr6g023920",0,0,0,0,0,0,0
"Medtr6g023925",0,0,0,0,0,0,0
"Medtr6g023930",0,0,0,0,0,0,0
"Medtr6g023935",0,0,0,0,0,0,0
"Medtr6g023940",0,0,0,0,0,0,0
"Medtr6g023955",0,0,0,0.0339675,0,0,0
"Medtr6g023995",0,0,0,0,0,0,0
"Medtr6g024015",0,0,0,0,0,0,0
"Medtr6g024020",0,0,0,0,0,0,0
"Medtr6g024025",0,0,0,0,0,0,0
"Medtr6g024030",0,0,0,0,0,0,0
"Medtr6g024035",0,0,0,0,0,0,0
"Medtr6g024040",0,0,0,0,0,0,0
"Medtr6g024050",0,0,0,0,0,0.0519912,0.0924194
"Medtr6g024055",0,0,0,0,0,0,0
"Medtr6g024060",0,0,0,0,0,0,0
"Medtr6g024075",0,0,0,0,0,0,0
"Medtr6g024085",0,0,0,0,0,0,0
"Medtr6g024100",0,0,0,0,0,0,0
"Medtr6g024105",0,0,0,0,0,0,0
"Medtr6g024115",0,0,0,0,0,0,0
"Medtr6g024120",0,0,0,0,0,0,0
"Medtr6g024130",0,0,0,0,0,0,0
"Medtr6g024145",0,0,0,0,0,0,0
"Medtr6g024150",0,0,0,0,0,0,0
"Medtr6g024160",0,0,0,0,0,0,0
"Medtr6g024165",0,0,0,0,0,0,0
"Medtr6g024170",0,0,0,0,0,0,0
"Medtr6g024175",0,0,0,0,0,0,0
"Medtr6g024180",0,0,0,0,0,0,0
"Medtr6g024185",0,0,0,0,0,0,0
"Medtr6g024195",0,0,0,0,0,0,0
"Medtr6g024200",0,0,0,0,0,0,0
"Medtr6g024205",0,0,0,0,0,0,0
"Medtr6g024220",0,0,0,0,0,0,0
"Medtr6g024380",0,0,0,0,0,0,0
"Medtr6g024400",0,0,0,0,0,0,0
"Medtr6g024405",0,0,0,0,0,0,0
"Medtr6g024410",0,0,0,0,0,0,0
"Medtr6g024415",0,0,0,0,0,0,0
"Medtr6g024420",0,0,0,0,0,0,0
"Medtr6g025090",0,0,0,0,0,0,0
"Medtr6g025105",0,0,0,0,0,0,0
"Medtr6g025115",0,0,0,0,0,0,0
"Medtr6g025135",0,0,0,0,0,0,0
"Medtr6g025160",0,0,0,0,0,0,0
"Medtr6g025270",0,0,0,0,0,0,0
"Medtr6g025280",0,0,0,0,0,0,0
"Medtr6g025290",0.0169796,0.0143524,0.0526652,0.0130727,0.0150203,0.0123123,0.0261352
"Medtr6g025300",0.0111636,0.105935,0.00613873,0.00909063,0.017505,0.0610754,0.0279867
"Medtr6g025340",0,0,0,0,0,0,0
"Medtr6g025470",0,0,0,0,0,0,0
"Medtr6g025490",0,0,0,0,0,0,0
"Medtr6g025500",0,0,0,0,0,0,0
"Medtr6g025520",0,0,0,0,0,0,0
"Medtr6g025530",0,0,0,0,0,0,0
"Medtr6g025540",0,0,0,0,0,0,0
"Medtr6g025550",0,0,0,0,0,0,0
"Medtr6g025560",0,0,0,0,0,0,0
"Medtr6g025580",0,0,0,0,0,0,0
"Medtr6g025590",0,0,0,0,0,0,0
"Medtr6g025620",0,0,0,0,0,0,0
"Medtr6g025670",0,0,0,0,0,0,0
"Medtr6g025700",0,0,0,0,0,0,0
"Medtr6g025710",0,0,0,0,0,0,0
"Medtr6g025770",0,0,0,0,0,0,0
"Medtr6g025800",0,0,0,0,0,0,0
"Medtr6g026710",0,0,0,0,0,0,0
"Medtr6g026750",0,0,0,0,0,0,0
"Medtr6g026760",0,0,0,0,0,0,0
"Medtr6g026780",0,0,0,0,0,0,0
"Medtr6g026830",0.835548,1.80297,0.594164,0.851021,1.19773,1.28719,0.950813
"Medtr6g026840",0,0,0,0,0,0,0
"Medtr6g026850",0.292255,0.270066,0.237032,0.229918,0.305304,0.241907,0.294369
"Medtr6g026890",0,0,0,0,0,0,0
"Medtr6g026910",0,0,0,0,0,0,0
"Medtr6g026970",0,0,0,0,0,0,0
"Medtr6g026980",0,0,0,0,0,0,0
"Medtr6g027000",0,0,0,0,0,0,0
"Medtr6g027010",0,0,0,0,0,0,0
"Medtr6g027020",0,0,0,0,0,0,0
"Medtr6g027030",0,0,0,0,0,0,0
"Medtr6g027040",0,0,0,0,0,0,0
"Medtr6g027050",0,0,0,0,0,0,0
"Medtr6g027060",0,0,0,0,0,0,0
"Medtr6g027070",0,0,0,0,0,0,0
"Medtr6g027080",0,0,0,0,0,0,0
"Medtr6g027090",0,0,0,0,0,0,0
"Medtr6g027100",0,0,0,0,0,0,0
"Medtr6g027110",0,0,0,0,0,0,0
"Medtr6g027120",0,0,0,0,0,0,0
"Medtr6g027130",0,0,0,0,0,0,0
"Medtr6g027190",0,0,0,0,0,0,0
"Medtr6g027200",0,0,0,0,0,0,0
"Medtr6g027240",0,0,0,0,0.361142,0,0
"Medtr6g027250",0,0,0,0,0,0,0.0552726
"Medtr6g027280",0,0,0,0,0,0,0
"Medtr6g027290",0,0,0,0,0,0,0
"Medtr6g027340",0,0,0,0,0,0,0
"Medtr6g027360",0,0,0,0,0,0,0
"Medtr6g027370",0.0387073,0.014772,0.0512687,0.0447694,0.01105,0,0.0204652
"Medtr6g027390",0,0.054728,0.0324186,0,0.00812396,0.0605078,0.0603596
"Medtr6g027410",0,0,0,0,0,0,0
"Medtr6g027420",0,0,0,0,0,0,0
"Medtr6g027440",0,0,0.0113919,0.0297625,0,0.0150543,0
"Medtr6g027520",0,0,0,0,0,0,0
"Medtr6g027530",0,0,0,0,0,0,0
"Medtr6g027560",0,0,0,0,0,0,0
"Medtr6g027580",0.0401308,0,0.0161139,0.0269237,0.0191681,0.0232918,0.0142783
"Medtr6g027650",0.069719,0.24979,0.515427,0.0861944,0.0505146,0.0644775,0.252867
"Medtr6g027700",0,0,0,0,0,0,0
"Medtr6g027710",0.0743739,0.0878354,0.0725404,0.0582176,0.0221733,0,0
"Medtr6g027890",0,0,0,0,0,0,0
"Medtr6g027900",0,0,0,0,0,0,0
"Medtr6g027910",0,0,0,0,0,0,0
"Medtr6g027930",0,0,0,0,0,0,0
"Medtr6g027960",0,0,0,0,0,0,0
"Medtr6g027970",0,0,0,0,0,0,0
"Medtr6g027990",0,0,0,0,0,0,0
"Medtr6g028000",0,0,0,0,0,0,0
"Medtr6g029210",0,0,0,0,0,0,0
"Medtr6g029310",0,0,0,0,0,0,0
"Medtr6g029350",0,0,0,0,0,0,0
"Medtr6g029420",0,0,0,0,0,0,0
"Medtr6g029430",0,0,0,0,0,0,0
"Medtr6g029435",0,0,0,0,0,0,0
"Medtr6g029440",0,0,0,0,0,0,0
"Medtr6g029490",0,0,0,0,0,0,0
"Medtr6g029500",0,0,0,0,0,0,0
"Medtr6g029540",0,0,0,0,0,0,0
"Medtr6g029550",0,0,0,0,0,0,0
"Medtr6g032800",0,0,0,0,0,0,0
"Medtr6g032915",0.357337,0.39754,0.449683,0.313494,0.272981,0.405447,0.375379
"Medtr6g032940",0,0,0,0,0,0,0
"Medtr6g032960",0,0,0,0,0,0,0
"Medtr6g032965",0,0,0.0517924,0,0,0.0214385,0.0117265
"Medtr6g033030",0,0,0,0,0,0,0
"Medtr6g033040",0,0,0,0,0,0,0
"Medtr6g033055",0,0,0.017714,0,0.0628443,0.00873178,0
"Medtr6g033085",0.0145307,0.0325302,0.0561125,0.0365997,0.257737,0.0753461,0.219472
"Medtr6g033095",0,0,0,0,0,0,0
"Medtr6g033105",0,0,0,0,0,0,0
"Medtr6g033110",0,0,0,0,0,0,0
"Medtr6g033115",0,0,0,0,0,0,0
"Medtr6g033120",0,0,0,0,0,0,0
"Medtr6g033150",0,0,0,0,0,0,0
"Medtr6g033205",0.150668,0.128652,0.117756,0.164338,0.159251,0.0835351,0.0453284
"Medtr6g033215",0,0,0,0,0,0,0
"Medtr6g033225",0,0,0,0,0,0,0
"Medtr6g033245",0,0,0,0,0,0,0
"Medtr6g033270",0,0,0,0,0,0,0
"Medtr6g033305",0,0,0,0,0,0,0
"Medtr6g033310",0,0,0,0,0,0,0
"Medtr6g033355",0,0,0,0,0,0,0
"Medtr6g033360",0,0,0,0,0,0,0
"Medtr6g033365",0,0,0,0,0,0,0
"Medtr6g033420",0,0,0,0,0,0,0
"Medtr6g033425",0,0,0,0,0,0,0
"Medtr6g033430",0,0,0,0,0,0,0
"Medtr6g033435",0,0,0.0380656,0,0.0361458,0,0.122719
"Medtr6g033440",0,0,0,0,0,0,0
"Medtr6g033445",0,0,0,0,0,0,0
"Medtr6g033455",0,0.0436603,0,0,0.0416869,0,0
"Medtr6g033460",0.237215,0.391647,0.287034,0.315102,0.337459,0.319959,0.21363
"Medtr6g033465",0,0,0,0,1.99926,0,0
"Medtr6g033470",0,0,0,0,0,0,0
"Medtr6g033475",0,0,0,0,0,0,0
"Medtr6g033495",0,0,0,0,0,0,0
"Medtr6g033550",0,0,0,0,0,0,0
"Medtr6g033560",0,0,0,0,0,0,0
"Medtr6g033565",0,0,0,0,0,0,0
"Medtr6g033615",0.0471484,0.0934834,0.0120965,0.0259382,0.00979807,0.0429448,0.0509798
"Medtr6g033625",0,0,0,0,0,0,0
"Medtr6g033640",0,0,0,0,0,0,0
"Medtr6g033730",0,0,0,0,0,0,0
"Medtr6g033745",0,0,0,0,0,0,0
"Medtr6g033765",0,0,0,0,0,0,0
"Medtr6g033770",0,0,0,0,0,0,0
"Medtr6g033775",0,0,0,0,0,0,0
"Medtr6g033800",0,0.00616822,0.0220016,0,0,0,0.0203573
"Medtr6g033805",0,0,0,0,0,0,0
"Medtr6g033810",0,0,0,0,0,0,0
"Medtr6g033815",0,0,0,0,0,0,0
"Medtr6g033820",0.0102762,0.0771831,0.100555,0.0113486,0.00806274,0.0124853,0.0337407
"Medtr6g033825",0,0,0,0,0,0,0
"Medtr6g033830",0,0,0,0,0,0,0
"Medtr6g033835",0,0,0,0,0,0,0
"Medtr6g033840",0,0,0,0,0,0,0
"Medtr6g033845",0,0,0,0,0,0,0
"Medtr6g033875",0,0,0,0,0,0,0
"Medtr6g033905",0,0,0,0,0,0,0
"Medtr6g033910",0,0,0,0,0,0,0
"Medtr6g033915",0,0,0,0.0122963,0,0,0
"Medtr6g033925",0,0,0,0,0,0,0
"Medtr6g033930",0,0,0,0,0,0,0
"Medtr6g033935",0,0,0,0,0,0,0
"Medtr6g033940",0,0,0,0,0,0,0
"Medtr6g033945",0,0,0,0,0,0,0
"Medtr6g033965",0,0,0,0,0,0,0
"Medtr6g033975",0,0,0,0,0.0138502,0,0
"Medtr6g033990",0,0,0,0,0,0,0
"Medtr6g034050",0,0,0,0,0,0,0
"Medtr6g034055",0,0,0,0.0481556,0.0668257,0.108852,0.099915
"Medtr6g034070",0,0,0,0,0,0,5.81094
"Medtr6g034130",0,0,0,0,0,0,0
"Medtr6g034145",0,0,0.0232443,0.00624496,0.0087961,0.0103928,0.0263889
"Medtr6g034150",0.00687434,0.00797085,0.0135243,0.0141842,0.0244915,0.00587876,0
"Medtr6g034160",0,0,0,0,0,0,0
"Medtr6g034165",0,0,0,0,0,0,0
"Medtr6g034180",0,0,0,0,0,0,0
"Medtr6g034190",0,0,0,0,0,0,0
"Medtr6g034215",0,0,0,0,0,0,0
"Medtr6g034260",0,0,0,0,0,0,0
"Medtr6g034265",0,0.00615359,0,0,0.00187302,0,0.00258656
"Medtr6g034305",0,0,0,0,0,0,0
"Medtr6g034320",0,0,0,0,0,0,0
"Medtr6g034325",0,0,0,0,0,0,0
"Medtr6g034335",0.164869,0.130738,0.0211546,0.19774,0.396308,0.0833969,0.110216
"Medtr6g034350",0,0,0,0.00428656,0,0,0
"Medtr6g034365",0,0,0,0,0,0,0
"Medtr6g034560",0,0,0,0,0.0039841,0,0.00515735
"Medtr6g034580",0,0,0,0,0,0,0
"Medtr6g034600",0,0,0,0,0,0,0.305111
"Medtr6g034620",0.0384437,0.116947,0.0287993,0.0168838,0.172982,0.0276482,0.0139972
"Medtr6g034660",0,0.406651,0,0,0.487372,0.0826499,0
"Medtr6g034720",0,0,0,0,0,0,0
"Medtr6g034730",0,0,0,0,0,0,0
"Medtr6g034740",0,0,0,0,0,0,0
"Medtr6g034800",0,0,0,0,0,0,0
"Medtr6g034830",0,0,0,0,0,0,0
"Medtr6g034955",0,0,0,0,0,0,0
"Medtr6g034960",0,0,0,0,0,0,0
"Medtr6g034965",0,0.0105419,0,0,0,0,0
"Medtr6g034985",0.0102205,0.0105665,0,0.0145362,0,0.0197176,0.00249707
"Medtr6g034995",0,0,0,0,0,0,0
"Medtr6g035010",0.0938794,0.042758,0.0770468,0.0487197,0.0273085,0.0485343,0.0718725
"Medtr6g035050",0,0,0,0,0,0,0
"Medtr6g035065",0,0,0,0,0,0,0
"Medtr6g035100",0,0,0,0,0,0,0.00907914
"Medtr6g035115",0.0505352,0.0198601,0.010463,0.0578049,0.0316345,0.0105591,0.0216824
"Medtr6g035135",0,0,0,0,0,0,0
"Medtr6g035145",0,0,0,0,0,0,0
"Medtr6g035155",0,0,0,0,0,0,0
"Medtr6g035160",0,0,0,0,0,0,0
"Medtr6g035170",0,0,0,0,0,0,0
"Medtr6g035180",0,0,0,0,0,0,0
"Medtr6g035185",0,0,0,0,0,0,0
"Medtr6g035275",0,0,0,0,0,0,0
"Medtr6g035290",0,0,0,0,0,0,0
"Medtr6g035295",0,0.23682,0.00973831,0.261005,0.0136601,0.26042,0.0941121
"Medtr6g035310",0,0,0,0,0,0,0
"Medtr6g035325",0,0,0,0,0,0,0
"Medtr6g035365",0,0,0,0,0,0,0
"Medtr6g035385",0,0,0,0,0,0,0
"Medtr6g035395",0,0,0,0,0,0,0
"Medtr6g035400",0,0,0,0,0,0,0
"Medtr6g036390",0,0,0,0,0,0,0
"Medtr6g036477",0,0,0,0,0,0,0
"Medtr6g036483",0,0,0,0,0,0,0
"Medtr6g036510",0,0,0,0,0,0,0
"Medtr6g036580",0,0,0,0,0,0,0
"Medtr6g036593",0,0,0,0,0,0,0
"Medtr6g036610",0,0,0,0,0,0,0
"Medtr6g036660",0,0,0,0,0,0,0
"Medtr6g036740",0,0,0,0,0,0,0
"Medtr6g036790",0,0,0.00300763,0,0,0,0
"Medtr6g036830",0,0,0,0,0,0,0
"Medtr6g036870",0,0,0.00957734,0,0,0,0.0051325
"Medtr6g036890",0,0,0,0,0,0,0.0272858
"Medtr6g037030",0,0,0,0,0,0,0
"Medtr6g037050",0,0,0,0,0,0,0
"Medtr6g037060",0.144289,0.265359,0,0.0638462,0.0248816,0,0.156462
"Medtr6g037070",0,0,0,0.0563121,0,0,0.336939
"Medtr6g037080",0,0,0,0,0,0,0
"Medtr6g037090",0,0,0,0,0,0,0
"Medtr6g037120",0,0,0,0,0,0,0
"Medtr6g037150",0,0,0,0,0,0,0
"Medtr6g037170",0,0,0,0,0,0,0
"Medtr6g037180",0.00636974,0,0.0144793,0.00566516,0,0.00846464,0.00524168
"Medtr6g037190",0.0379321,0.0948266,0.046548,0.0294969,0.0170467,0.0657385,0.0260728
"Medtr6g037200",0.0568481,0.0645585,0.126037,0.0309877,0.0334119,0.048653,0.10483
"Medtr6g037230",0,0,0,0,0,0,0
"Medtr6g037260",0,0,0,0,0,0,0
"Medtr6g037320",0,0,0,0,0,0,0
"Medtr6g037390",0,0,0,0,0,0,0
"Medtr6g037570",0,0,0,0,0,0,0
"Medtr6g037680",0,0,0,0,0,0,0
"Medtr6g037690",0,0,0,0,0,0,0
"Medtr6g037700",0,0,0,0,0,0,0
"Medtr6g037710",0,0,0,0,0,0,0
"Medtr6g037720",0,0,0,0,0,0,0.0620939
"Medtr6g037730",0,0,0,0,0,0,0
"Medtr6g037760",0,0,0,0,0,0,0
"Medtr6g037780",0,0,0,0,0,0,0
"Medtr6g037800",0,0,0,0,0,0,0
"Medtr6g037820",0,0,0,0,0,0,0
"Medtr6g037870",0,0,0,0,0,0,0
"Medtr6g037880",0,0,0,0,0,0,0
"Medtr6g037900",0,0,0,0,0,0,0
"Medtr6g037920",0,0,0,0,0,0,0
"Medtr6g037940",0,0,0,0,0,0,0
"Medtr6g037960",0,0,0,0,0,0,0
"Medtr6g038010",0.0863457,0.725377,0.0204363,0.183122,0.934854,0.685773,0.171669
"Medtr6g038080",0,0,0,0,0,0,0
"Medtr6g038170",0,0,0,0,0,0,0
"Medtr6g038180",0,0,0,0,0,0,0
