Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Cellular component,supramolecular complex,GO:0099080,2,0.009335077,3.897119342,5,95,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr4g081390,Medtr4g078565,",0.150528115
Cellular component,polymeric cytoskeletal fiber,GO:0099513,6,0.009335077,3.897119342,5,95,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr4g081390,Medtr4g078565,",0.150528115
Cellular component,supramolecular fiber,GO:0099512,4,0.009335077,3.897119342,5,95,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr4g081390,Medtr4g078565,",0.150528115
Cellular component,microtubule cytoskeleton,GO:0015630,7,0.009763962,3.315459738,6,134,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr8g040300,Medtr4g081390,Medtr4g078565,",0.104962594
Cellular component,cytoskeleton,GO:0005856,6,0.010690278,2.911892542,7,178,243,17993,"Medtr3g085440,Medtr8g098360,Medtr4g092140,Medtr8g040300,Medtr4g081390,Medtr4g078565,Medtr1g045065,",0.106080455
Cellular component,cell wall,GO:0005618,4,0.045511205,1.790105368,11,455,243,17993,"Medtr2g016630,Medtr4g130540,Medtr8g479390,Medtr4g118590,Medtr3g116080,Medtr6g078070,Medtr5g012600,Medtr8g089745,Medtr1g106860,Medtr1g085500,Medtr3g085210,",0.345349732
Cellular component,external encapsulating structure,GO:0030312,3,0.046103939,1.786179698,11,456,243,17993,"Medtr2g016630,Medtr4g130540,Medtr8g479390,Medtr4g118590,Medtr3g116080,Medtr6g078070,Medtr5g012600,Medtr8g089745,Medtr1g106860,Medtr1g085500,Medtr3g085210,",0.33041156
Biological process,plant-type secondary cell wall biogenesis,GO:0009834,6,1.06E-13,18.65675676,13,45,296,19116,"Medtr2g016630,Medtr4g088055,Medtr2g035780,Medtr7g015960,Medtr3g095910,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g101080,Medtr4g130510,Medtr4g094895,Medtr5g010020,Medtr2g462000,",1.12E-10
Biological process,plant-type cell wall biogenesis,GO:0009832,5,4.66E-13,11.61008199,16,89,296,19116,"Medtr2g016630,Medtr4g088055,Medtr2g035780,Medtr7g015960,Medtr3g095910,Medtr7g079870,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g101080,Medtr4g130510,Medtr4g094895,Medtr2g026590,Medtr6g015880,Medtr5g010020,Medtr2g462000,",2.46E-10
Biological process,cell wall biogenesis,GO:0042546,4,9.66E-13,7.924059028,20,163,296,19116,"Medtr2g016630,Medtr4g088055,Medtr2g035780,Medtr3g005710,Medtr7g015960,Medtr3g095910,Medtr7g079870,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr4g016940,Medtr7g101080,Medtr4g130510,Medtr4g094895,Medtr2g026590,Medtr4g014440,Medtr6g015880,Medtr5g010020,Medtr2g082650,Medtr2g462000,",3.40E-10
Biological process,plant-type cell wall organization or biogenesis,GO:0071669,4,2.24E-10,7.222884068,17,152,296,19116,"Medtr2g016630,Medtr4g088055,Medtr2g035780,Medtr7g015960,Medtr3g095910,Medtr7g079870,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr4g016940,Medtr7g101080,Medtr4g130510,Medtr4g094895,Medtr2g026590,Medtr6g015880,Medtr5g010020,Medtr2g462000,",5.91E-08
Biological process,cellular polysaccharide biosynthetic process,GO:0033692,7,2.87E-10,7.71117386,16,134,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",6.06E-08
Biological process,lignin metabolic process,GO:0009808,6,3.50E-10,13.66138254,11,52,296,19116,"Medtr7g062250,Medtr4g015120,Medtr3g462760,Medtr2g034680,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr5g010020,Medtr5g020620,Medtr5g081810,Medtr3g069030,",6.17E-08
Biological process,cell wall organization or biogenesis,GO:0071554,3,1.57E-09,3.693986886,29,507,296,19116,"Medtr2g016630,Medtr2g037830,Medtr4g088055,Medtr2g035780,Medtr2g034680,Medtr0011s0020,Medtr3g005710,Medtr7g015960,Medtr8g086600,Medtr3g095910,Medtr7g079870,Medtr3g028740,Medtr4g065017,Medtr8g063270,Medtr3g005560,Medtr4g088245,Medtr5g012600,Medtr8g037260,Medtr4g016940,Medtr7g101080,Medtr4g130510,Medtr4g094895,Medtr2g026590,Medtr4g014440,Medtr6g015880,Medtr5g010020,Medtr2g032710,Medtr2g082650,Medtr2g462000,",2.37E-07
Biological process,phenylpropanoid catabolic process,GO:0046271,6,1.78E-09,21.52702703,8,24,296,19116,"Medtr7g062250,Medtr4g015120,Medtr3g462760,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr5g020620,Medtr5g081810,",2.35E-07
Biological process,lignin catabolic process,GO:0046274,7,1.78E-09,21.52702703,8,24,296,19116,"Medtr7g062250,Medtr4g015120,Medtr3g462760,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr5g020620,Medtr5g081810,",2.35E-07
Biological process,polysaccharide biosynthetic process,GO:0000271,6,2.51E-09,6.666434176,16,155,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",2.65E-07
Biological process,cellular carbohydrate biosynthetic process,GO:0034637,6,9.62E-09,6.078219396,16,170,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",9.23E-07
Biological process,cellulose biosynthetic process,GO:0030244,10,1.55E-08,11.33001422,10,57,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",1.36E-06
Biological process,cellulose metabolic process,GO:0030243,9,4.14E-08,8.879898649,11,80,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr5g009970,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",3.36E-06
Biological process,phenylpropanoid metabolic process,GO:0009698,5,1.13E-07,8.072635135,11,88,296,19116,"Medtr7g062250,Medtr4g015120,Medtr3g462760,Medtr2g034680,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr5g010020,Medtr5g020620,Medtr5g081810,Medtr3g069030,",8.54E-06
Biological process,regulation of peptidase activity,GO:0052547,8,1.53E-07,6.981738495,12,111,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.08E-05
Biological process,regulation of endopeptidase activity,GO:0052548,9,1.53E-07,6.981738495,12,111,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.08E-05
Biological process,negative regulation of endopeptidase activity,GO:0010951,11,1.53E-07,6.981738495,12,111,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.08E-05
Biological process,negative regulation of peptidase activity,GO:0010466,10,1.53E-07,6.981738495,12,111,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.08E-05
Biological process,beta-glucan biosynthetic process,GO:0051274,9,1.56E-07,8.969594595,10,72,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",8.70E-06
Biological process,negative regulation of hydrolase activity,GO:0051346,6,1.69E-07,6.919401544,12,112,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",8.93E-06
Biological process,negative regulation of proteolysis,GO:0045861,9,1.87E-07,6.858167902,12,113,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",9.39E-06
Biological process,cellular polysaccharide metabolic process,GO:0044264,6,1.95E-07,4.612934363,17,238,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr5g009970,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",9.38E-06
Biological process,regulation of proteolysis,GO:0030162,7,2.27E-07,6.738895417,12,115,296,19116,"Medtr6g066190,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.04E-05
Biological process,beta-glucan metabolic process,GO:0051273,8,2.51E-07,7.477809388,11,95,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr5g009970,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",1.10E-05
Biological process,negative regulation of cellular protein metabolic process,GO:0032269,8,3.05E-07,5.954284071,13,141,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.29E-05
Biological process,secondary metabolic process,GO:0019748,3,3.30E-07,6.512377924,12,119,296,19116,"Medtr7g062250,Medtr2g016630,Medtr4g015120,Medtr3g462760,Medtr2g034680,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr5g010020,Medtr5g020620,Medtr5g081810,Medtr3g069030,",1.34E-05
Biological process,negative regulation of protein metabolic process,GO:0051248,7,3.31E-07,5.912352493,13,142,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",1.29E-05
Biological process,carbohydrate biosynthetic process,GO:0016051,5,3.31E-07,4.718252499,16,219,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",1.25E-05
Biological process,glucan biosynthetic process,GO:0009250,8,3.84E-07,7.175675676,11,99,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr7g013820,Medtr0011s0020,Medtr8g086600,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",1.40E-05
Biological process,xylan biosynthetic process,GO:0045492,10,1.39E-06,16.14527027,6,24,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g094895,Medtr4g014440,Medtr2g082650,",4.91E-05
Biological process,carbohydrate metabolic process,GO:0005975,4,1.68E-06,2.22693383,40,1160,296,19116,"Medtr2g016630,Medtr2g037830,Medtr6g021950,Medtr2g035780,Medtr1g102230,Medtr5g009970,Medtr2g034680,Medtr5g062370,Medtr1g087240,Medtr7g013820,Medtr0011s0020,Medtr7g109920,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr7g091880,Medtr8g063270,Medtr1g082890,Medtr3g005560,Medtr5g012600,Medtr2g040650,Medtr1g018200,Medtr4g134290,Medtr8g089745,Medtr8g037260,Medtr3g111410,Medtr4g016940,Medtr2g040690,Medtr5g062430,Medtr2g044070,Medtr5g062320,Medtr4g130510,Medtr4g015460,Medtr4g094895,Medtr1g106860,Medtr7g073550,Medtr4g014440,Medtr2g032710,Medtr5g031170,Medtr2g082650,",5.72E-05
Biological process,cellular carbohydrate metabolic process,GO:0044262,5,7.59E-06,3.379242615,18,344,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr5g009970,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr2g044070,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",2.51E-04
Biological process,xylan metabolic process,GO:0045491,9,8.46E-06,12.1089527,6,32,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g094895,Medtr4g014440,Medtr2g082650,",2.71E-04
Biological process,regulation of hydrolase activity,GO:0051336,5,8.70E-06,4.418705548,13,190,296,19116,"Medtr6g066190,Medtr4g019770,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",2.70E-04
Biological process,cellular glucan metabolic process,GO:0006073,7,1.22E-05,4.283439051,13,196,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr5g009970,Medtr7g013820,Medtr0011s0020,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",3.67E-04
Biological process,glucan metabolic process,GO:0044042,6,1.22E-05,4.283439051,13,196,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr5g009970,Medtr7g013820,Medtr0011s0020,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr8g037260,Medtr4g016940,Medtr4g130510,",3.67E-04
Biological process,regulation of cellular protein metabolic process,GO:0032268,7,2.89E-05,3.705471865,14,244,296,19116,"Medtr4g112440,Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",8.25E-04
Biological process,negative regulation of molecular function,GO:0044092,4,3.12E-05,3.311850312,16,312,296,19116,"Medtr4g122740,Medtr6g066190,Medtr7g092570,Medtr8g009300,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr3g106585,",8.67E-04
Biological process,aromatic compound catabolic process,GO:0019439,5,3.30E-05,5.006285355,10,129,296,19116,"Medtr7g062250,Medtr4g015120,Medtr3g462760,Medtr4g118590,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr6g082500,Medtr5g020620,Medtr5g081810,",8.95E-04
Biological process,polysaccharide metabolic process,GO:0005976,5,3.47E-05,2.907679006,19,422,296,19116,"Medtr2g016630,Medtr2g037830,Medtr6g021950,Medtr2g035780,Medtr5g009970,Medtr7g013820,Medtr0011s0020,Medtr3g005710,Medtr8g086600,Medtr3g095910,Medtr8g063270,Medtr3g005560,Medtr5g012600,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",9.17E-04
Biological process,cellular component macromolecule biosynthetic process,GO:0070589,7,3.73E-05,9.450889914,6,41,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g094895,Medtr4g014440,Medtr2g082650,",9.39E-04
Biological process,cell wall polysaccharide biosynthetic process,GO:0070592,9,3.73E-05,9.450889914,6,41,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g094895,Medtr4g014440,Medtr2g082650,",9.39E-04
Biological process,cell wall macromolecule biosynthetic process,GO:0044038,8,3.73E-05,9.450889914,6,41,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g094895,Medtr4g014440,Medtr2g082650,",9.39E-04
Biological process,negative regulation of nitrogen compound metabolic process,GO:0051172,6,3.78E-05,3.423025499,15,283,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr4g008050,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr3g106585,",8.87E-04
Biological process,regulation of protein metabolic process,GO:0051246,6,4.30E-05,3.573656661,14,253,296,19116,"Medtr4g112440,Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",9.86E-04
Biological process,organic cyclic compound catabolic process,GO:1901361,5,4.58E-05,4.819483663,10,134,296,19116,"Medtr7g062250,Medtr4g015120,Medtr3g462760,Medtr4g118590,Medtr7g060460,Medtr7g062310,Medtr7g458880,Medtr6g082500,Medtr5g020620,Medtr5g081810,",0.001028828
Biological process,negative regulation of catalytic activity,GO:0043086,5,8.19E-05,3.197083222,15,303,296,19116,"Medtr4g122740,Medtr6g066190,Medtr7g092570,Medtr8g009300,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",0.001801687
Biological process,negative regulation of cellular metabolic process,GO:0031324,6,9.48E-05,3.155427414,15,307,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr4g008050,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr3g106585,",0.002042744
Biological process,cellular component biogenesis,GO:0044085,3,1.02E-04,2.348402948,24,660,296,19116,"Medtr2g016630,Medtr4g088055,Medtr2g035780,Medtr3g005710,Medtr7g015960,Medtr3g095910,Medtr7g079870,Medtr3g028740,Medtr4g124650,Medtr4g065017,Medtr4g088245,Medtr4g016940,Medtr7g101080,Medtr4g130510,Medtr4g094895,Medtr2g026590,Medtr4g014440,Medtr1g017950,Medtr4g078565,Medtr6g015880,Medtr5g010020,Medtr2g082650,Medtr2g462000,Medtr1g045065,",0.002163522
Biological process,regulation of cellular component biogenesis,GO:0044087,4,1.31E-04,7.597774245,6,51,296,19116,"Medtr7g079870,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr5g010020,Medtr1g045065,",0.00272045
Biological process,cell wall organization,GO:0071555,5,1.54E-04,2.779438933,17,395,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr7g015960,Medtr8g086600,Medtr7g079870,Medtr8g063270,Medtr3g005560,Medtr5g012600,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr6g015880,Medtr2g032710,Medtr2g082650,Medtr2g462000,",0.003133106
Biological process,amine biosynthetic process,GO:0009309,6,2.50E-04,8.727173119,5,37,296,19116,"Medtr7g018310,Medtr7g018320,Medtr7g018290,Medtr5g005670,Medtr7g096080,",0.004550109
Biological process,cellular biogenic amine biosynthetic process,GO:0042401,8,2.50E-04,8.727173119,5,37,296,19116,"Medtr7g018310,Medtr7g018320,Medtr7g018290,Medtr5g005670,Medtr7g096080,",0.004550109
Biological process,negative regulation of cellular process,GO:0048523,5,2.53E-04,2.664753346,17,412,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr7g013820,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr4g008050,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr1g110710,Medtr3g106585,",0.004457727
Biological process,cell wall macromolecule metabolic process,GO:0044036,6,2.95E-04,4.739895859,8,109,296,19116,"Medtr2g034680,Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",0.0048749
Biological process,external encapsulating structure organization,GO:0045229,4,3.34E-04,2.601607532,17,422,296,19116,"Medtr2g016630,Medtr2g037830,Medtr2g035780,Medtr0011s0020,Medtr7g015960,Medtr8g086600,Medtr7g079870,Medtr8g063270,Medtr3g005560,Medtr5g012600,Medtr8g037260,Medtr4g016940,Medtr4g130510,Medtr6g015880,Medtr2g032710,Medtr2g082650,Medtr2g462000,",0.005430417
Biological process,response to water,GO:0009415,5,3.52E-04,3.482313196,11,204,296,19116,"Medtr2g016630,Medtr4g415300,Medtr4g428370,Medtr7g109920,Medtr3g099010,Medtr1g054935,Medtr3g117190,Medtr7g093170,Medtr6g084640,Medtr8g106140,Medtr4g052840,",0.00563749
Biological process,negative regulation of macromolecule metabolic process,GO:0010605,6,4.69E-04,2.615942525,16,395,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr4g008050,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr5g019420,Medtr3g106585,",0.007389311
Biological process,regulation of molecular function,GO:0065009,3,5.15E-04,2.426846471,18,479,296,19116,"Medtr4g122740,Medtr6g066190,Medtr7g092570,Medtr8g009300,Medtr4g019770,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr1g096490,Medtr3g106585,",0.007993714
Biological process,cell wall polysaccharide metabolic process,GO:0010383,7,6.87E-04,4.758605974,7,95,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g130510,Medtr4g094895,Medtr4g014440,Medtr2g082650,",0.010077354
Biological process,negative regulation of biological process,GO:0048519,4,6.88E-04,2.190957516,21,619,296,19116,"Medtr6g066190,Medtr7g092570,Medtr5g021580,Medtr6g045403,Medtr2g086270,Medtr2g083810,Medtr7g013820,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr4g008050,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr1g110710,Medtr5g019420,Medtr2g090605,Medtr3g106585,",0.009955657
Biological process,isoprenoid biosynthetic process,GO:0008299,7,7.31E-04,4.709037162,7,96,296,19116,"Medtr2g016630,Medtr7g113660,Medtr2g064425,Medtr5g011040,Medtr5g024880,Medtr7g080060,Medtr2g027300,",0.010438576
Biological process,amine metabolic process,GO:0009308,5,8.78E-04,4.566339066,7,99,296,19116,"Medtr7g018310,Medtr7g018320,Medtr7g018290,Medtr3g036100,Medtr5g005670,Medtr1g072540,Medtr7g096080,",0.01236855
Biological process,negative regulation of metabolic process,GO:0009892,5,9.26E-04,2.45438788,16,421,296,19116,"Medtr6g066190,Medtr7g092570,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr4g008050,Medtr6g078070,Medtr6g065460,Medtr7g118330,Medtr6g044810,Medtr3g106620,Medtr5g019420,Medtr3g106585,",0.012867435
Biological process,hemicellulose metabolic process,GO:0010410,8,0.00132268,4.967775468,6,78,296,19116,"Medtr3g005710,Medtr3g095910,Medtr4g016940,Medtr4g094895,Medtr4g014440,Medtr2g082650,",0.018139614
Biological process,cellular biogenic amine metabolic process,GO:0006576,7,0.001344961,6.092554819,5,53,296,19116,"Medtr7g018310,Medtr7g018320,Medtr7g018290,Medtr5g005670,Medtr7g096080,",0.018208701
Biological process,regulation of catalytic activity,GO:0050790,4,0.00205346,2.270983071,16,455,296,19116,"Medtr4g122740,Medtr6g066190,Medtr7g092570,Medtr8g009300,Medtr4g019770,Medtr6g045403,Medtr2g083810,Medtr6g078290,Medtr6g045097,Medtr6g044780,Medtr6g059680,Medtr6g078070,Medtr6g065460,Medtr6g044810,Medtr3g106620,Medtr3g106585,",0.027105671
Biological process,isoprenoid metabolic process,GO:0006720,6,0.002097789,3.931022327,7,115,296,19116,"Medtr2g016630,Medtr7g113660,Medtr2g064425,Medtr5g011040,Medtr5g024880,Medtr7g080060,Medtr2g027300,",0.027348954
Biological process,cellular amine metabolic process,GO:0044106,6,0.002344561,5.381756757,5,60,296,19116,"Medtr7g018310,Medtr7g018320,Medtr7g018290,Medtr5g005670,Medtr7g096080,",0.029829598
Biological process,oxidation-reduction process,GO:0055114,3,0.002396356,1.480042405,52,2269,296,19116,"Medtr7g062250,Medtr5g037890,Medtr8g036185,Medtr3g078170,Medtr4g100590,Medtr2g023680,Medtr4g015120,Medtr1g037370,Medtr8g479390,Medtr3g462760,Medtr4g105080,Medtr3g025260,Medtr5g048740,Medtr7g056103,Medtr1g017270,Medtr4g092640,Medtr4g031820,Medtr2g088190,Medtr7g051910,Medtr8g020990,Medtr3g081130,Medtr5g097620,Medtr7g006900,Medtr5g025270,Medtr2g044120,Medtr3g036100,Medtr2g437880,Medtr5g024880,Medtr5g014240,Medtr7g069980,Medtr2g055430,Medtr7g060460,Medtr5g082750,Medtr7g062310,Medtr3g091350,Medtr8g075100,Medtr7g458880,Medtr2g055530,Medtr8g064610,Medtr6g084770,Medtr5g020620,Medtr1g043760,Medtr1g070365,Medtr8g009880,Medtr5g081810,Medtr8g075830,Medtr2g055470,Medtr4g052350,Medtr3g105820,Medtr4g094720,Medtr4g052340,Medtr7g103520,",0.030125624
Biological process,plant-type cell wall organization,GO:0009664,6,0.003238435,4.16652136,6,93,296,19116,"Medtr7g015960,Medtr7g079870,Medtr4g016940,Medtr4g130510,Medtr6g015880,Medtr2g462000,",0.040232788
Biological process,cytoskeleton organization,GO:0007010,5,0.003503151,3.587837838,7,126,296,19116,"Medtr7g079870,Medtr4g124650,Medtr8g098360,Medtr2g026590,Medtr1g017950,Medtr4g078565,Medtr1g045065,",0.042521011
Biological process,microtubule-based movement,GO:0007018,4,0.004585184,4.612934363,5,70,296,19116,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr4g094882,",0.054403983
